Lat,Long,Curr Heading, Target Heading, Error in Angle,Filtered Error in Angle
39.746622,-83.8142778333,39.746622,-83.8142776667,1.57079632679,0.982009442639,-0.588786884156,-0.11775738
39.7466218333,-83.8142776667,3.14159265359,0.98179950684,-2.15979314675,-0.549716
39.7466216667,-83.8142776667,3.14159265359,0.981589629915,-2.16000302368,-0.9817165
39.7466216667,-83.8142776667,0.0,0.981589629915,0.981589629915,-0.7853986
39.7466213333,-83.8142776667,3.14159265359,0.981170052653,-2.16042260094,-1.2174832
39.7466213333,-83.8142775,1.57079632679,0.981029710962,-0.589766615833,-1.2176793
39.7466211667,-83.8142775,3.14159265359,0.980819986342,-2.16077266725,-1.2178751
39.746621,-83.8142775,3.14159265359,0.980610320602,-2.16098233299,-1.218071
39.7466208333,-83.8142775,3.14159265359,0.980400713736,-2.16119193985,-1.8466272
39.7466206667,-83.8142775,3.14159265359,0.980191165738,-2.16140148785,-1.8468231
39.7466205,-83.8142775,3.14159265359,0.979981676601,-2.16161097699,-2.161192
39.7466205,-83.8142775,0.0,0.979981676601,0.979981676601,-1.533041
39.7466203333,-83.8142773333,2.35619449019,0.979631700571,-1.37656278962,-1.3761572
39.7466203333,-83.8142773333,0.0,0.979631700571,0.979631700571,-0.7479924
39.7466205,-83.8142771667,0.785398163397,0.979700574452,0.194302411054,-0.27685162
39.7466205,-83.8142773333,-1.57079632679,0.97984115497,2.55063748176,0.66559803
39.7466203333,-83.8142771667,2.35619449019,0.979491095944,-1.37670339425,0.19426107
39.7466203333,-83.8142771667,0.0,0.979491095944,0.979491095944,0.66547185
39.7466201667,-83.8142771667,3.14159265359,0.979281676347,-2.16231097724,0.03708331
39.7466201667,-83.8142771667,0.0,0.979281676347,0.979281676347,0.19407916
39.74662,-83.8142771667,3.14159265359,0.979072315655,-2.16252033794,-0.7485524
39.74662,-83.8142771667,0.0,0.979072315655,0.979072315655,-0.2773973
39.7466203333,-83.8142771667,0.0,0.979491095944,0.979491095944,-0.2773973
39.746621,-83.8142773333,-0.244978663127,0.980469871508,1.22544853464,0.40015465
39.7466221667,-83.8142776667,-0.278299657396,0.982219437319,1.26051909472,0.45640212
39.7466238333,-83.8142783333,-0.380506377112,0.984881929534,1.36538830665,1.1619838
39.746625,-83.8142781667,0.141897053752,0.986217406342,0.844320352591,1.1350335
39.7466263333,-83.8142781667,0.0,0.987906900014,0.987906900014,1.1367166
39.7466275,-83.8142783333,-0.141897053752,0.989527486203,1.13142453995,1.1179118
39.746629,-83.8142781667,0.110657221174,0.991297206966,0.880639985792,1.041936
39.7466308333,-83.8142771667,0.499346720051,0.992803554391,0.49345683434,0.8675497
39.7466323333,-83.8142765,0.418224329579,0.994168766723,0.575944437144,0.81387454
39.7466336667,-83.8142755,0.643501113057,0.995047038585,0.351545925528,0.68660235
39.7466351667,-83.8142745,0.588002603548,0.996144653281,0.408142049733,0.5419458
39.7466365,-83.8142733333,0.718829996981,0.996892556615,0.278062559635,0.42143035
39.746638,-83.814272,0.726642340682,0.99772118888,0.271078848198,0.37695476
39.7466395,-83.8142706667,0.72664233833,0.998554792012,0.271912453682,0.31614837
39.746641,-83.8142695,0.661043174754,0.999533616102,0.338490441348,0.31353727
39.7466425,-83.8142683333,0.661043166555,1.00051791377,0.339474747216,0.2998038
39.7466441667,-83.8142675,0.463647607296,1.00200822398,0.538360616687,0.3518634
39.7466458333,-83.8142665,0.540419500271,1.00336558005,0.462946079781,0.39023685
39.7466475,-83.8142658333,0.380506375642,1.00501132018,0.624504944535,0.46075535
39.7466491667,-83.814265,0.463647609001,1.00652420575,0.542876596752,0.5016326
39.7466506667,-83.8142643333,0.418224335732,1.00796253814,0.589738202412,0.5516853
39.7466523333,-83.8142636667,0.380506377112,1.00963036234,0.629123985228,0.5698379
39.7466538333,-83.8142625,0.661043166555,1.01066050949,0.349617342937,0.5471722
39.7466555,-83.814262,0.291456793304,1.01248359753,0.721026804227,0.5664766
39.7466568333,-83.814261,0.643501108793,1.013441962,0.369940853202,0.53188944
39.7466581667,-83.8142598333,0.718829996981,1.01426437296,0.295434375982,0.47302866
39.74666,-83.814259,0.426627493127,1.0160539944,0.589426501274,0.46508917
39.7466613333,-83.814258,0.643501113057,1.01702885175,0.373527738693,0.46987122
39.746663,-83.8142568333,0.610725964389,1.01832477656,0.407598812173,0.40718564
39.7466646667,-83.814256,0.463647607296,1.01991059931,0.556262992018,0.44445008
39.7466661667,-83.8142551667,0.507098504392,1.02127429894,0.51417579455,0.48819837
39.7466676667,-83.8142545,0.418224327821,1.02278560683,0.604561279011,0.4912253
39.7466691667,-83.8142535,0.588002603548,1.02402159102,0.436018987469,0.50372356
39.7466708333,-83.8142526667,0.463647614117,1.02563779078,0.561990176662,0.53460187
39.7466725,-83.8142513333,0.674740940144,1.02683897299,0.352098032847,0.49376884
39.746674,-83.8142503333,0.588002603548,1.02809640367,0.440093800121,0.47895247
39.7466753333,-83.8142495,0.558599312948,1.02926690731,0.470667594364,0.4521737
39.746677,-83.8142485,0.540419500271,1.03077300059,0.490353500324,0.46304065
39.7466786667,-83.8142473333,0.610725968109,1.0321461668,0.421420198691,0.4349266
39.7466803333,-83.814246,0.674740942224,1.03338614921,0.358645206985,0.43623605
39.7466818333,-83.8142451667,0.507098502381,1.03482107252,0.527722570141,0.45376182
39.7466833333,-83.8142445,0.418224327821,1.03640475703,0.618180429207,0.4832644
39.7466851667,-83.8142435,0.49934672168,1.03819268015,0.538845958471,0.4929629
39.7466866667,-83.8142423333,0.661043166555,1.03936726738,0.378324100823,0.48434368
